송이송이,❣️러블리힙❣️봄 데일리룩11가지 코디! feat.에이블리 100만원 쇼핑하울 | 패션유튜버 송이송이,10000.0,40000.0,4주 전,2020/04/19 14:24:59

샒의삶,"[샒의삶] 너무 심심해서 미쳐버린 집순이의 세상 알차게 노는법 브이로그 / 글라스데코, 스킬자수, 달고나 만들기",550000.0,190000.0,2일 전,2020/04/19 15:20:36
샒의삶,"[샒의삶] 일상: 혼자, 집콕 브이로그 / 스물일곱 5년차 유투버의 평범하지만 바쁜 하루 / 마지막 만찬 (feat.짜파게티, 골드킹) / 처음으로 솔직한 이야기와 근황",550000.0,280000.0,6일 전,2020/04/19 15:20:36
샒의삶,[뉴욕 한달살기 Q&A] 언니 그래서 뉴욕 한달 사는데 얼마 들었어요? / 숙소 정보 부터 최애 맛집까지..!🇺🇸🗽,550000.0,180000.0,1주 전,2020/04/19 15:20:36
샒의삶,ep8. 일상: 뉴욕에서 아무것도 안하는 날 VLOG / 시리얼 먹고🥣커피마시고☕️넷플릭스 보고💻/ 뉴욕 전경이 내려다 보이는 뷰 맛집 숙소에서의 하루,550000.0,170000.0,2주 전,2020/04/19 15:20:36
샒의삶,"[샒의삶] 집에서 심심하니까, 친구랑 서로 인생 화장 해주면서 놀기 / 퍼스널컬러 메이크업 / 봄라이트와 환절기 뮤트 꿀템 발굴🍯",550000.0,150000.0,2주 전,2020/04/19 15:20:36
샒의삶,[뉴욕 한달 살기] #4주차 브이로그 모음집 / 거의 1시간 분량.avi / 꽉 눌러담은 마지막 편 / 뷰 맛집 숙소와 뉴욕 최고 맛집 발견✨🇺🇸✈️,550000.0,270000.0,3주 전,2020/04/19 15:20:36
샒의삶,[샒의삶] 직원(=친구)에게 옷 사라고 100만원 줘보았더니..? / 강쥐가 코디해 준 옷 입어보기👚👖👗 / 대신 시켜보았다 시리즈 2탄✨,550000.0,90000.0,3주 전,2020/04/19 15:20:36
샒의삶,ep7. 뉴욕 센트럴파크에서 조깅해보았다! / 베이글과 브런치 진국으로 뿌시기 / 나는야 뉴요커(?)🥯🥓,550000.0,150000.0,4주 전,2020/04/19 15:20:36

톰과나,반년만에만난 국제커플😢LA디즈니랜드에 초대받은 한일커플의 미국 VLOG🇺🇸 International Couple in Disneyland California,170000.0,210000.0,4주 전,2020/04/19 15:20:54

윤그린,창백한 얼굴에 자연스러운 혈색 불어넣기 GRWM  : 초간단/초스피드🦋,200000.0,50000.0,1주 전,2020/04/19 15:21:09
윤그린,프리다이빙 강습 시작! 수영장 가방 같이 챙겨요🐋GRWM for a freediving training!,200000.0,30000.0,3주 전,2020/04/19 15:21:09

유네린,"🇨🇳중국 와이라노.. 와이라노... 장학금 반환 위기, 수강신청 고통 진행中 📻투머치토크 ep.4",160000.0,50000.0,1주 전,2020/04/19 15:21:25
유네린,🇨🇳 3주 걸린 지옥의 수강신청의 시작 📻투머치토크 ep.3 중국 교환학생 최대 위기,160000.0,50000.0,1주 전,2020/04/19 15:21:25
유네린,"집콕 일상VLOG🤦‍♀️도라버린 떡볶이와 라볶이, 러시아어&상식 공부, 패드용 펜슬, 꼬막비빔밥 회 삼겹살 먹기 위해 사는 백수 브이로그✨",160000.0,70000.0,3주 전,2020/04/19 15:21:25
유네린,🇨🇳 중국인: 초면에 죄송하지만 120만원 내드려도 될까요? 중국 교환학생.ssul 📻 투머치토크 ep.2,160000.0,90000.0,3주 전,2020/04/19 15:21:25
유네린,"중국 교환학생 산전수전.ssul 🇨🇳불행의 서막, 기숙사 탈락, 자취방 구하기, 중국에 가게 된 이유! 📻 투머치토크 ep.1",160000.0,90000.0,3주 전,2020/04/19 15:21:25

김갈릭,"#105 Weekly Vlog I 동생 쇼핑과 파마, 엄마차에 박쥐, 친구들하고 화상채팅 I 김갈릭",80000.0,10000.0,5일 전,2020/04/19 15:21:43
김갈릭,#104 Weekly Vlog I 일주일 집콕 일상 I 김갈릭,80000.0,10000.0,1주 전,2020/04/19 15:21:43
김갈릭,"#103 Eng Vlog I 머리 자르고 본가, 동생 따라다님, 친구랑 케잌 3개 먹은 날 I 김갈릭",80000.0,20000.0,2주 전,2020/04/19 15:21:43
김갈릭,"#102 Vlog I 빈티지 수선, 다시 책 읽기, 까불다가 배달음식 시키기 I 김갈릭",80000.0,20000.0,3주 전,2020/04/19 15:21:43
김갈릭,👜아보네 신상백 리뷰(feat. 이벤트!!) 10만 원대 데일리백 추천 I 김갈릭,80000.0,10000.0,3주 전,2020/04/19 15:21:43
김갈릭,최근 구매한 봄/여름 옷 하울! SS Shopping Haul I 김갈릭,80000.0,10000.0,3주 전,2020/04/19 15:21:43
김갈릭,#101 Weekly Vlog I 말없이 찍은 일주일 브이로그 I 김갈릭,80000.0,20000.0,4주 전,2020/04/19 15:21:43

소소,"ENG) 직장인 일상 브이로그, 직장인 옷입기 / 사전투표하고 올리브영 털기, K-아몬드, 언박싱(콜드프레임, 리던), 라볶이와 투썸 블랙벨벳 케이크",50000.0,70000.0,3일 전,2020/04/19 15:21:58
소소,"ENG) 새로운 봄옷입고 출근하는 직장인 일상 브이로그(feat.HAGO) 비즈반지 만들며 집콕하기, 남은 엽떡과 찐만두 맥주 먹방, 이번주는 재택근무자와 함께",50000.0,40000.0,1주 전,2020/04/19 15:21:58
소소,"ENG) 이게 바로 거리적 사회두기 K-운동, 김치볶음밥과 새우 루꼴라파스타 만들어 먹기, 언박싱(로서울 수지가방, 페이마 전동그라인더)",50000.0,80000.0,2주 전,2020/04/19 15:21:58
소소,"6 SPRING OUTFITS / 6가지 봄 스타일링 (보카바카, jsny, 던스트, 베지터블, 자라, 슈페르가 등)",50000.0,70000.0,2주 전,2020/04/19 15:21:58
소소,"ENG) 직장인브이로그, 언박싱(교복이 되어버린 Dunst 자켓, 수페르가 뮬, 토템 스카프, 보카바카), 국민학교 떡볶이 맛있네. 늘 평범한 일상",50000.0,50000.0,3주 전,2020/04/19 15:21:58
소소,"ENG) 생일선물 언박싱(샤넬 벨크로샌들, 르블루, 자라플랫슈즈) 한남동 라스트페이지에서 소소한 파티하고 엽떡과 투썸케이크로 마무리, 운동하고 출근하는 직장인브이로그",50000.0,50000.0,4주 전,2020/04/19 15:21:58

