,Now,Title,View,Coment,Like,Subscriber
205,2020/04/22 14:52:41,Vlog] 브이로그는 고프로와 함께 - 배우들의 프로필투어 (2/2),33,3.0,1.0,201.0
206,2020/04/22 14:53:02,💜직장인브이로그/신전먹방/짬뽕탕수육/jiniary,71,10.0,11.0,224.0
207,2020/04/22 14:53:23,BangBangCon VLOG | 방방콘 브이로그 | 방방콘 아미로그 | 방구석 아미파티,426,0.0,7.0,22.0
208,2020/04/22 14:53:44,[충격]음악 유튜버가 브이로그를 해본다면?!(04.14 첫 브이로그),31,2.0,5.0,76.0
209,2020/04/22 14:54:04,[일상 브이로그] (with.주영) / Daily Vlog,44,11.0,5.0,55.0
210,2020/04/22 14:54:25,[재하도리의 캠핑라이프] 무계획 강릉여행 브이로그 2,29,1.0,4.0,75.0
211,2020/04/22 14:54:46,20200113-15) 제주도 여행 브이로그 vlog / jeju island / South Korea,16,1.0,4.0,16.0
212,2020/04/22 14:55:08,"입술필러 2년 짬의 입술, 입꼬리 필러 시술 브이로그ㅣ입술 필러의 모든 것! (전후, 붓기, 가격, 유지기간, 리터치, 통증, 1cc, 후기)",419,13.0,22.0,1000.0
213,2020/04/22 14:55:29,"VLOG l 평범한 음대생 일상 브이로그 #3 I 고양이브이로그,광안리바닷가,대학생,대학생브이로그,일상브이로그,카페 I 집사브이로그(feat.예롱이)",33,5.0,7.0,55.0
214,2020/04/22 14:55:51,[ 브이로그]강아지 수제간식 만들어 준거 먹기?!,33,1.0,5.0,102.0
215,2020/04/22 14:56:12,🦷 사랑니 붓기 빠지는 과정 짧은 브이로그 ( TMI 엄청남 ) 🦷 [ 자니ZANI ],75,1.0,6.0,657.0
216,2020/04/22 14:56:31,"VLOG | 하루종일 먹고 먹기만하는 먹짱 브이로그🐽❤️ | 로제파스타, 핫해물리조또, 무뼈국물닭발, 카페투어 😋",126,16.0,11.0,186.0
217,2020/04/22 14:56:53,[청담언니 제주살다] 제주 벚꽃 브이로그 🌸 제주의 봄을 느껴보세요 🌸 제주도 주민 추천 제주 장전리 / 선덕일기 : Spring JEJU & Cherry blossom  /,5710,17.0,153.0,1000.0
218,2020/04/22 14:57:13,소소하고 평범한 일상 브이로그 | 연습) 4월15일21대국회의원선거) 설명 꼭 봐주세요) 오랜만입니다_동네세움WOOM,32,2.0,3.0,253.0
219,2020/04/22 14:57:38,[BINBINZIP_VLOG] 산책브이로그 🌈 'Just Walking around',215,11.0,16.0,18.0
222,2020/04/24 01:47:40,"(eng)교사 브이로그🎬ㅣ온라인 개학, 그리고 온라인 수업ㅣ조용한 학교 일상 브이로그🏫",3080,108.0,437.0,60000.0
223,2020/04/24 01:48:04,[공주브이로그]공주의 삶2 공주는 고단해 ㅜㅜ,8388,308.0,938.0,60000.0
224,2020/04/24 01:48:27,쇼핑몰 CEO 브이로그 - 저 대표님 됐어요 [ 쇼핑몰 추천 / 직장인 브이로그 / 회사 브이로그 / 여름옷 추천 / 20대 여자 가방 ] (eng/jpn/vtn) l MIYUT,4808,128.0,590.0,150000.0
225,2020/04/24 01:48:48,대학 새내기 일상 브이로그,50393,461.0,1000.0,90000.0
226,2020/04/24 01:49:13,"[꼬막편] 먹어본 자가 맛을 안다‼️ 먹방 브이로그 (항정살, 삼겹살, 케이준샐러드, 엽떡, 꼬막비빔밥, 열무비빔밥, 열무국수, 오징어볶음, 분홍소세지, 계란말이) VLOG",55004,439.0,2000.0,120000.0
227,2020/04/24 01:49:34,(ENG실패) 은또 / 일상브이로그 / 백수부부의 하루 / 분량조절실패,2070,81.0,225.0,8000.0
228,2020/04/24 01:49:58,집순 꿀템 하루종일 브이로그🏠......집순이 부작용 극복한 썰 (feat.클리어틴),15433,112.0,677.0,460000.0
229,2020/04/24 01:50:19,취준생 브이로그 | ☕️카페 🏠집 ☕️카페 빙글뱅글 쳇바퀴 일상,122,11.0,17.0,650.0
230,2020/04/24 01:50:42,"먹방 브이로그 🍗로제떡볶이,고추바사삭,허니콤보,마라떡볶이,닭볶음탕+넙적당면,밥튀김,제육볶음,샐러드면,오꼬노미만두,순대구이,끼리크림찰떡,치킨팝,앵그리너구리 MUKBANG VLOG",15343,192.0,444.0,10000.0
231,2020/04/24 01:51:04,|조종사 브이로그| 적도의 밤 - A320 Cockpit view [4K],15715,402.0,2000.0,80000.0
232,2020/04/24 01:51:27,"일상 VLOG ㅣ집에서 힐링하는 집순이 중학생 브이로그, 평생 이렇게만 살고 싶다..",1368,176.0,152.0,10000.0
233,2020/04/24 01:51:49,[CAFE VLOG] [ENG] [ASMR] | 카페브이로그 | 개인카페 | 음료제조 | 백색소음 | white noise | 다시 만나서 반가워요.,14297,258.0,1000.0,60000.0
234,2020/04/24 01:52:13,다이어트브이로그14/다이어트라 하기 창피한 먹방브이로그,558,40.0,62.0,2000.0
236,2020/04/24 01:53:01,VLOG 🇬🇧 영국 고등학생의 온라인 개학 브이로그! | 영국 수능 취소.. | 영국 고등학생 일상 | lockdown vlog | uk student vlog (ENG),809,15.0,40.0,3000.0
237,2020/04/24 01:53:25,[초등교사] 초등교사 브이로그. 온라인 개학 일주일 후기. e학습터. 사회적 거리두기. 감사하는 마음 갖기. 택배 언박싱,273,28.0,28.0,3000.0
238,2020/04/24 01:53:48,🇰🇷한영국제커플 동거 브이로그🇬🇧 저희 약혼했어요!💍,8218,568.0,1000.0,10000.0
239,2020/04/24 01:54:08,vlog18__육아브이로그[이유식큐브][24살엄마][육아일상][5개월 아기랑 평범한 일상],99,5.0,13.0,425.0
241,2020/04/24 01:54:55,육아브이로그 / 2개월 폐구균 접종 / 24살 엄마와 2개월 도하의 접종날 브이로그 👶🏻❤️,357,7.0,42.0,1000.0
242,2020/04/24 01:55:15,"임고생브이로그🥗| 집에서 더 바쁜 사람 | 알차게 보내는 일상 | 아이패드 공부 방법, 10시간 공부 타임랩스",243,4.0,14.0,232.0
243,2020/04/24 01:55:38,"비타민의 주말 24시간 브이로그 2탄 💗 온라인 개학 전 마지막 주말!! 황금 주말의 24시간, 초록색 음식만 먹기 미션! VLOG｜클레버TV",54722,421.0,1000.0,520000.0
244,2020/04/24 01:56:01,집에서도 할게 너무 많은데요..?! ♥.♥   코로나 자가격리 집브이로그!,605,18.0,34.0,5000.0
246,2020/04/24 01:56:47,"직장인 브이로그 | 본식과 후식의 개념이 모호한 인간의 근본없는 먹부림, 왼쪽 볼따구 살려낸 나의 구원템 ㅠㅠ(feat.오가나셀) , 청첩장 받은 날들의 브이로그 대령🥰",4556,46.0,178.0,8000.0
248,2020/04/24 01:57:33,같이 밥먹을래요?...🐷,3701,5.0,66.0,10000.0
249,2020/04/24 01:57:56,VLOG 쌩얼 라이프.. 집순이 일상 브이로그/먹방/취미생활/비즈반지만들기/미니하울/엔시티덕질 | 서연공주,249,24.0,14.0,1000.0
251,2020/04/24 01:58:36,과제: 국군 도수 체조 🤷🏻‍♀️ 군사학과 학생의 저세상 싸강 듣고 과제 하는 브이로그 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,153419,530.0,4000.0,210000.0
252,2020/04/24 01:59:03,일본 브이로그 | 긴급사태선언 이후 달라진 도쿄 직장인 일상. 지하철에 사람 없음. 일본에서 지원금 10만엔 준대여 받아가자구욧. (ft.마지막 스벅),504,27.0,55.0,2000.0
253,2020/04/24 01:59:26,"[육아브이로그] 6개월 아기와 집에서 뭐하고 놀지?, 우버잇츠 배달, 책육아, 오이소고기미음 | 미국일상",558,30.0,62.0,4000.0
254,2020/04/24 01:59:47,(ENGCC)외국에서 격리중에 생일파티 하는 브이로그🎉/ This is how I celebrated my quarantine Birthday✌🏻,1237,18.0,98.0,50000.0
255,2020/04/24 02:00:13,공부 브이로그 : 쉬는 날 뭐해요? 공부. 퇴근하고 뭐해요? 공부...,830,22.0,80.0,30000.0
256,2020/04/24 02:00:34,[vlog #4] 일상브이로그/양평/용문사/JUN179/쇼핑몰편집/갓포이든,173,20.0,29.0,140.0
257,2020/04/24 02:00:58,[vlog] 직장인 브이로그 : 2주간 오피스룩북 |  동생이 재택근무를 우리집에서  | 아마도 쇼핑 중독 | 연남동 까를로스 🥘,138,7.0,11.0,893.0
258,2020/04/24 02:01:21,🐔　안 그래도 집순이인데 집에서만 있네...　ㅣ브이로그ㅣVlogㅣ인터넷강의ㅣ롤ㅣ붙임머리ㅣ흑발,616,25.0,77.0,30000.0
259,2020/04/24 02:01:43,[VLOG] 비오는 날 집순이의 일상/ 감성브이로그,7774,45.0,406.0,30000.0
260,2020/04/24 02:02:11,[멋녀TV] 동휘의 하루 브이로그 ㅣ1DAY 🤷‍♂️🤷‍♂️,360,17.0,104.0,60000.0
265,2020/04/24 02:04:12,[르미VLOG]피부과 코디네이터 직장인 일상 브이로그 집콕&출근,133,3.0,8.0,348.0
266,2020/04/24 02:04:35,"swallow 남미새 새잡는, 브이로그 해외육아일상,제비 새종류 제비특징 써쥬봉봉 제비의보은,새똥행운 새똥영어 bird poop",64,1.0,15.0,1000.0
267,2020/04/24 02:04:57,"[VLOG::먹방브이로그]나 그대들에게 좋은기운만 주고싶어 마음만큼은 ..❤️ (치킨마요,한솥도시락,피자,윙,샌드위치,아메리카노,프레첼,맥모닝,맥도날드,흑임자찹쌀떡,모찌아이스크림)",523,14.0,15.0,780.0
268,2020/04/24 02:05:19,"먹방 브이로그 🍺🍜 (짜파구리, 앵그리너구리, 국밥에 소주, 뚝섬 도시락, 닭도리탕, MUKBANG VLOG)",872,35.0,20.0,3000.0
270,2020/04/24 02:06:22,[육아브이로그]100일의 기적이 왔을까요? / 육아루틴 / 아기성장기록,1722,51.0,101.0,10000.0
271,2020/04/24 02:06:46,họ cuồng cuồng Vlog(국내최초 두릅 브이로그(Vlog)),128,23.0,23.0,725.0
272,2020/04/24 02:07:09,"맨즈헬스 촬영현장 브이로그, 혜화동 엘린도 여기선 늅늅이 ㅋㅋ",3797,23.0,104.0,10000.0
273,2020/04/24 02:07:33,[브이로그 VLOG] 같이 10KM 달릴까요?/런닝/대학생/양재천/런닝크루/체대생/운동,783,31.0,80.0,10000.0
274,2020/04/24 02:07:58,육아 브이로그 | 웃다 울다 웃다 울다 | 14개월 이준이의 하루 | 이준 중심 브이로그,418,24.0,46.0,10000.0
275,2020/04/24 02:08:21,[VLOG]유튜버 미동이와 보낸 매우 시끄러운 하루 브이로그🤪| 고등학생 브이로그 | 고등학생 일상 | 미동이 | 학생 유튜버,186,10.0,10.0,2000.0
276,2020/04/24 02:08:46,[독일 브이로그] 24. 초코가 먹고싶어서/파티쉐가 케익 망치는 브이로그/ 마그네슘 부족인가? / 베이컨크림파스타 / 초콜릿케이크,144,4.0,17.0,358.0
277,2020/04/24 02:09:09,[직장인 Vlog] 일상 + 이찬원 덕질브이로그 (ft.사랑의콜센타 도전도전도전),127,3.0,27.0,1000.0
278,2020/04/24 02:09:31,VLOG | 인스타 감성 집꾸미기🏠/ 자취생 브이로그/ 원룸 인테리어 / 대학생 브이로그,134,9.0,10.0,190.0
282,2020/04/24 02:11:28,Vlogging in Korean | 유럽여자의 한국어 브이로그,952,20.0,89.0,20000.0
283,2020/04/24 02:11:51,"Eng) 커피마마 카페 브이로그💛 /마마 흑당밀크티/망고 버블 스무디/아이스 연유라떼/ 레몬에이드/플레인 요거트 스무디/카페 브이로그, cafe vlog)",221,3.0,20.0,421.0
285,2020/04/24 02:12:36,임고생 브이로그🌸 날씨가 좋으면 공부하겠어요 | 임용고시 | 쉬는 날 일상 | 아이패드 공부 | 집공,467,14.0,26.0,282.0
286,2020/04/24 02:13:02,브이로그 도전합니다⎜ 콤마생각,208,26.0,51.0,1000.0
287,2020/04/24 02:13:26,{ENG SUB}[식사일기] #6 요리 브이로그 - 군고구마 & 무생채와 청국장,360,5.0,47.0,60000.0
288,2020/04/24 02:13:48,"브로콜리 브이로그, 일명 브브. 몸에 좋고 맛은 좋은지 모르겠는데 아무튼 건강한 야채 브로콜리 브이로그 Vlog",2736,291.0,296.0,70000.0
291,2020/04/24 02:15:00,🧀VLOG : [가격대공유]💍 예비신부 브이로그 2편 | 웨딩베뉴&스드메 정보 공유 | Tip 공유 | 드레스가든 | 웨딩브이로그 | 결혼준비 | Bride-to-be💎,84,5.0,4.0,65.0
292,2020/04/24 02:15:24,[키썸띵] 자가격리 브이로그 l 하루종일 먹방 ㅣQuarantine Vlog l Mukbang all day long,1351,41.0,142.0,50000.0
293,2020/04/24 02:15:46,"[vlog] 혼자서도 잘 해먹는 집밥 브이로그 | 피자베이글,오코노미야끼,생딸기우유,마카롱,불닭복음면,비빔밥,군고구마 (ft. 모도리 언박싱) | 먹기만하는 퇴근 후 일상",69,15.0,14.0,1000.0
294,2020/04/24 02:16:08,"[vlog]대학원생의 일상 브이로그 #.34ㅣ사이버 졸업시험과 다이소 세탁기 붓빨기 노동ㅣ스타벅스 여름바다머그, 김피탕",255,4.0,17.0,799.0
295,2020/04/24 02:16:32,왕자병 걸린 김둔둔의 고품격 왕자 브이로그 with 마마,248,55.0,22.0,1000.0
297,2020/04/24 02:18:59,방방콘 브이로그 / BANG BANG CON - VIOG /골판지로 만든  BT21과 함께,117,1.0,8.0,139.0
298,2020/04/24 02:19:25,[CAFE VROG] 카페브이로그/개인카페 vlog/카페사장브이로그/브이로그/죠리퐁프라페/초코마들렌/백색소음/자기전보기좋은영상/힐링,33,3.0,5.0,22.0
299,2020/04/24 02:19:51,탱자일상 4월 브이로그,41,11.0,6.0,444.0
301,2020/04/24 02:20:38,"[CAFE VLOG] 카페 브이로그 | 카페알바 | 다이소 쇼핑, 딸기청 만들기, 연유라떼, 오미자차, 녹차라떼, 치킨 먹방, cafe vlog korea #7",201,3.0,11.0,135.0
302,2020/04/24 02:21:03,한강에 나타난 고릴라🦍 강아지 산책 브이로그 [산책하는 강아지/반포 한강공원],98,25.0,28.0,337.0
303,2020/04/24 02:21:26,우리짐 여울쌤의 55kg➜52kg 일주일 다이어트 식단 브이로그🍌,57,3.0,5.0,73.0
304,2020/04/24 02:21:51,"[ENG 말레이시아 유학생 브이로그] 이동제한 37일째, 너무 심심해서 앞머리 가지고 노는 집콕 일상",114,19.0,18.0,239.0
305,2020/04/24 02:22:15,일상 브이로그: 토네이도에 쓰러진 나무 잘라서 $2500 아끼기!,21072,93.0,738.0,60000.0
306,2020/04/24 02:22:37,"30대 주부 브이로그) 먹고먹고먹다가 끝나는 임산부 일상 (김치전, 간장비빔국수, 김밥, 베이글)",31,2.0,1.0,22.0
307,2020/04/24 02:22:59,[인도브이로그] 봉쇄령 브이로그,135,7.0,15.0,270.0
308,2020/04/24 02:23:25,"플러스사이즈 모델 촬영 브이로그 : 빅사이즈 쇼핑몰 리치무드 / 빅사이즈모델 혜이, 웹웹, 유니, 리얼사운드, 나시 가디건, 일상 브이로그, 피팅모델 메이크업, 촬영 vlog",499,8.0,33.0,1000.0
310,2020/04/24 02:24:09,엄마랑 등산 브이로그,21,4.0,4.0,128.0
311,2020/04/24 02:24:33,"[susu vlog]파견교사 브이로그 : ep.04 서울탐방 2탄 (성수 나들이)/날씨 초맑음, 문구 소품 덕후 방앗간, 성수카츠, 아르코, 쎈느, 오르에르, 일본식 라멘 맛집",141,7.0,16.0,125.0
312,2020/04/24 02:24:55,고등학생 남대문 브이로그 VLOG,58,2.0,6.0,268.0
314,2020/04/24 02:25:41,[브이로그09] 국가직 검찰직✏️| 집에서 공부하는 공시생의 수요일,300,9.0,10.0,89.0
315,2020/04/24 02:26:03,it'skin | 잇츠스킨 촬영 브이로그 | 여다경 닮은거 같은데요? | 고창에서 올라온 예쁜 모델과 함께 한 하루💕,45,5.0,14.0,261.0
316,2020/04/24 02:26:25,"VLOG • 직장인 일상 브이로그, 지난 3월의 기록 (일산 호수공원/을지로 만선호프/신도시/합정 오뎅바 정든집/무라카미 하루키)",78,6.0,12.0,64.0
317,2020/04/24 02:34:12,VLOG 🐈 브이로그 먹고 마시고 평범한 일상 🍻,31,5.0,5.0,168.0
321,2020/04/24 02:47:56,"[브이로그]비서브이로그,직장인브이로그,일상브이로그(또떡,인생네컷,순대국,북서울꿈의숲,닭만리,추억의펌프,복권,힙지로,바스버거,수제버거)",115,9.0,10.0,232.0
323,2020/04/24 02:48:46,"[C25브이로그] 퇴사 후 창업한지 5년, 어느덧 달라진 나의 삶. 길고 긴 적응기.INTP",116,5.0,7.0,2000.0
324,2020/04/24 02:49:10,[도니] 첫 등산 도전 브이로그✨,18,0.0,5.0,21.0
325,2020/04/24 02:49:36,"[육아VLOG] 속초 브이로그, 고모댁 다녀왔어요",20,1.0,6.0,26.0
328,2020/04/24 02:50:51,친구개업선물ㅣ카페브이로그ㅣ우리는 마스크에 적응중 !(사회적거리두기),72,3.0,9.0,969.0
329,2020/04/24 02:51:15,"백수 브이로그 I 집돌이 I 치즈계란말이,팽이버섯냉면,어묵볶음,두부조림,맥북",61,21.0,10.0,61.0
330,2020/04/24 02:51:39,"🇦🇺 호주 퍼스 로트네스트 섬 브이로그 / 쿼카 먹방 ASMR, 프리맨틀, 발리경유",118,7.0,15.0,141.0
331,2020/04/24 02:52:09,인스트럭터를 압박하는 벨로스터N DCT 끝판테스트,42669,351.0,1000.0,40000.0
332,2020/04/24 02:52:35,친구와  함께 일상 브이로그-귀한 시간 추억 쌓기,35,2.0,6.0,32.0
334,2020/04/24 02:53:23,(리얼)댄싱머신 물리치료사 브이로그 2탄 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,107,12.0,19.0,165.0
335,2020/04/24 02:53:45,일상 브이로그ㅣ제주 브이로그ㅣ인스타그램을 안하는 이유,47,7.0,7.0,523.0
336,2020/04/24 02:54:11,한국관광대학교 호텔제과제빵과 베이킹 브이로그 노토킹 baking vlog lemon cake,9,4.0,1.0,66.0
337,2020/04/24 02:54:35,[Vlog] 학부연구생의 난리통 실험 브이로그 1편 (feat. 랩실 워터파크) l 실험중 물난리 대처법 ㅣ드디어 미쳐버린 예비 대학원생들,28,0.0,3.0,25.0
338,2020/04/24 02:54:57,집에서 치킨 & 토스트 해 먹는 브이로그 / 갓스물 일상 브이로그 [VLOG #2],41,7.0,11.0,25.0
340,2020/04/24 02:55:44,[Vlog] 학부연구생의 난리통 실험 브이로그 2편 (feat. 랩실 워터파크) l 성신여대 조팝나무 투어 l 구구절절 사과문,21,3.0,1.0,25.0
341,2020/04/24 02:56:07,"[Vlog]수다스러운 브이로그🗣서면 가기, 지구상사 술집 가기, 코노 가기, 먹고 또 먹기, 판촉 알바, 역할 가기❣️",52,6.0,3.0,30.0
342,2020/04/24 02:56:32,영국식 부활절 보내기 (에그헌트) | 조아의 헤어컷 | 국제가족 저녁식사,5619,87.0,702.0,20000.0
343,2020/04/24 02:56:55,"[할미 브이로그] 뒤늦게 빠져버린 폰꾸의 늪 (도서관, 선거, 코노, 스푼즈, 카공, 폰꾸미기, 멜로문)",42,2.0,7.0,34.0
344,2020/04/24 02:57:20,1 🏡 STAY AT HOME VLOG 🏡 기분 좋은 주말 | jinheefilm 우결 브이로그,137,0.0,10.0,36.0
346,2020/04/24 02:58:04,거짓말쟁이를 찾았다,1830,32.0,114.0,30000.0
347,2020/04/24 02:58:27,룩개팅 촬영 다녀왔다/프리랜서모델일상브이로그,592,38.0,118.0,7000.0
348,2020/04/24 02:58:49,"휴학생 VLOG 37# :: 유튜버들과 만나서 노는 브이로그, 히트다히태, 어디갔다왔나윤 [갓나윤] 채널, 보라매 박승철헤어스튜디오 카페 맛집, 남자 자취생 대학생 일상, 미용실",191,29.0,29.0,1000.0
349,2020/04/24 02:59:14,[내 일상은 카페🐣] 대학생카페창업/카페브이로그/대학생브이로그/카페사장브이로그,82,12.0,10.0,25.0
350,2020/04/24 02:59:46,거제도여행) 2박3일 여행 브이로그 ❤️,29,4.0,7.0,62.0
351,2020/04/24 03:00:08,육아 브이로그 | 7개월아기 | 엄마는 최고의 장난감 | 뭐하고 노나요? | 아기와 강아지,24,3.0,6.0,37.0
352,2020/04/24 03:00:32,갑자기 김치 사업 시작하게 됬어요.(머나먼 땅 태국에서...) I국제커플&한태커플I,26416,149.0,849.0,10000.0
353,2020/04/24 03:00:55,7개월 아기 발달에 따른 변화|육아브이로그|아기 간식과 육아템 추천,33,7.0,5.0,57.0
354,2020/04/24 03:01:15,Vlog 2020.04.22. [니찌방] 브이로그,29,4.0,1.0,12.0
355,2020/04/24 03:01:38,미국브이로그ㅣKids VlogㅣIrvine,14,0.0,5.0,14.0
356,2020/04/24 03:02:02,나는 저렇게 살지 말아야지,5069,98.0,1000.0,30000.0
357,2020/04/24 03:02:29,차분한 브이로그) 지루한 봄을 보내는 방법 readinglog #7,89,3.0,6.0,1000.0
359,2020/04/24 03:03:16,VLOG Eating Pomelo. 포멜로가 뭐에요? 브이로그,24,0.0,3.0,162.0
360,2020/04/24 03:03:41,[일상vlog] 지혜로운 브이로그#02 동명동 | 동명동카페 | 조대후문 | 충장로 나들이🧸💗,53,4.0,7.0,17.0
361,2020/04/24 03:04:04,mimilog) 자취생브이로그 - 집순이 (유부초밥 오일파스타 블루베리스무디 일본라멘 요거트 시리얼 닭꼬치 치킨 샤브샤브),13,4.0,3.0,11.0
362,2020/04/24 03:04:27,20200423브이로그 ㅡ 잎색에대하여,137,0.0,6.0,330.0
363,2020/04/24 03:04:52,🧡젲재의 제주에서 보내는 휴학 브이로그🥱🍊🧡 in 코로나19_(이시국이겨내기!!💪😷),55,5.0,10.0,70.0
364,2020/04/24 03:05:16,쥬비스 다이어트 컨설턴트 브이로그,87,0.0,4.0,2000.0
365,2020/04/24 03:05:45,팔금도 브이로그 닭최면술과 통발수확 및 우리집지키미 서대로를 소개합니다.,226,24.0,35.0,564.0
366,2020/04/24 03:06:09,음주브이로그(vlog) 예쁘게 입고 와인마셔봤는데..역시..나는..개오니🐶,390,26.0,22.0,1000.0
367,2020/04/24 03:06:33,"[일상브이로그] 근력 생성에 목숨 건 대학원생의 운동일기, 여자 크로스핏, 역도, 파워클린, 머슬업연습, 중국어 쉐도잉",68,8.0,7.0,71.0
369,2020/04/24 03:07:19,"[VLOG] 오늘도 강의 듣고 과제하는 대학생 일상 브이로그 | 초밥🍣 배달시키기, 오창 호수공원🌳산책, 실시간 강의는 너무 어려워요🤦🏻",108,13.0,12.0,63.0
370,2020/04/24 03:07:44,🍓딸기 샌드위치 만들어 먹는 먹방 브이로그🍰,113,4.0,5.0,1000.0
371,2020/04/24 03:08:07,"[지현지수/vlog]대학생 브이로그_저녁만들어먹기,공강때놀기(과제..),닭발먹기,딸기청 만들어서 딸기우유먹기",29,2.0,2.0,40.0
373,2020/04/24 03:08:51,3030다이어트 5일차 브이로그,35,0.0,3.0,1000.0
374,2020/04/24 03:09:14,"일본 교환학생 브이로그ㅣ온라인 개강 ❌ 누가누가 과제 많이 내나 시합하기 ⭕️ㅣ학교도 가고, 비어가는 마트도 보고, 나홀로 산책도 가는 일상 vlog",22,1.0,4.0,21.0
375,2020/04/24 03:09:36,[일상 VLOG] 대학생 브이로그/ 압구정 곱떡 / 맘마미아 도산 / 삼성 갤럭시북 플렉스 / 압구정로데오 카페추천 / 도산공원 카페추천,57,8.0,10.0,47.0
376,2020/04/24 03:10:12,구사회 브이로그 2 -GTA5 인생모드 아우라서버,255,30.0,15.0,145.0
377,2020/04/24 03:10:37,"힐링 브이로그ㅣ5AM 아침형인간의 주말일상ㅣ현대카드뮤직라이브러리, LP판 노래, 아침형인간, 모닝루틴, 새벽기상, 새벽명상, 새벽요가, 주말 브이로그, 동기부여, 아침시간활용하기",131,4.0,8.0,2000.0
378,2020/04/24 03:11:00,[Vlog] 대학생 카페 공부 브이로그 | 온라인 강의 과제 | 마라탕/ 배라 먹방 (feat. 또 파스쿠찌),177,4.0,8.0,33.0
379,2020/04/24 03:11:23,[4k]자매브이로그|재택근무하고 집에서 만두 빚는 집순이 일상,26,2.0,8.0,54.0
380,2020/04/24 03:11:47,대학생 브이로그,137,14.0,20.0,61.0
381,2020/04/24 03:12:09,브이로그....랄까나?,5,0.0,1.0,27.0
383,2020/04/24 03:13:06,알랑구 일상 브이로그 VLOG,63,5.0,12.0,6000.0
384,2020/04/24 03:13:32,"취준생 브이로그) 스피닝, 나혼자 탄다(ft.홈스피닝 시작, 컴활 실기 공부, 스피닝 바이크 구매, 컴활 실기 접수)",644,15.0,28.0,1000.0
386,2020/04/24 03:14:23,(브이로그) 도치기 닛코시 케콘폭포 栃木県 日光市 華厳滝 [우연이 아니야],93,10.0,23.0,8000.0
390,2020/04/24 03:17:22,[항공과 VLOG] 2019년 10월 28일 브이로그🎞 (진로역량 프로그램 🛫),163,3.0,6.0,664.0
392,2020/04/24 03:18:19,"일상vlogㅣ홈파티 브이로그, 동대구역 연화, 위트 베이커리, 홍콩반점",70,8.0,5.0,14.0
393,2020/04/24 03:18:45,"[Last Dubai Vlog] 마지막 두바이 브이로그/ 한국 가요!/온라인 생일 파티/Bye Dubai, Hello Korea/My b-day party",40,1.0,10.0,47.0
395,2020/04/24 03:19:34,[남자브이로그] 23살 남자의 일상/VLOG/볼링/볼링치다가 넘어지다/데일리룩/친구들모임/오늘하루일기/Daily vlog/승민이의 즐거운 하루vlog,41,0.0,4.0,15.0
398,2020/04/24 03:20:52,편의점 알바 브이로그,21,2.0,3.0,24.0
401,2020/04/24 03:22:16,[VLOG_브이로그] 🍓how to make strawberry milk🍓making scrambled eggs 🍳 bts of my stop motion film 🎬,39,2.0,4.0,22.0
403,2020/04/24 03:23:14,일상브이로그 ㅣ 코노,52,7.0,2.0,30.0
404,2020/04/24 03:23:38,미국 교환학생 브이로그 04. 미국 신입생 파티 + Thiel College 파티 조각 모음,29,2.0,7.0,19.0
405,2020/04/24 03:23:59,ENG) VLOG#4 공부 브이로그|싸강 듣는 20학번✏️|아샷추 먹기☕️|필기왕 복히연📋,61,1.0,5.0,36.0
406,2020/04/24 03:27:56,우리끼리 보려고 만든 13시간 내내 마시는 음주 브이로그,32,0.0,0.0,131.0
415,2020/04/24 03:32:41,생일 축하 파티.우아미 정모.이재희의 브이로그,58,15.0,12.0,1000.0
417,2020/04/24 03:33:31,20200423브이로그 ㅡ 나는 나와 인연이 되는 이들의 농사가 잘 되길 바란다,157,1.0,4.0,330.0
418,2020/04/24 03:34:01,[시니어유튜브 당진 카페피어라 브이로그] 당진여행 청보리밭 풍경이 아름다운 카페피어라 디저트와 함께한 금파부부 낭만여행 영상스케치!,104,46.0,41.0,1000.0
419,2020/04/24 03:34:31,"시월 일상 브이로그 | 71 | 핸드폰 케이스 잔뜩 꾸미기📱, 짧은 일상 여러개 모아 올리는 동영상📽",52,0.0,1.0,254.0
420,2020/04/24 03:34:58,07 통감자 브이로그,35,3.0,6.0,30.0
424,2020/04/26 17:55:51,"[브이로그] 미국일상으로의 복귀 (면세점 정관장 홍삼, 델타항공, 제로콜라, 비빔밥, 매운돼지고기, 피자빵, 비비고, 롯데리아, 인천공항 스타벅스 그린티 라떼)",6370,99.0,635.0,60000.0
429,2020/04/26 17:58:10,🌚24시간 밀착 브이로그,8741,347.0,1000.0,20000.0
430,2020/04/26 17:58:34,08년생 유튜버 일상 브이로그!옷 고르고 화장하고 외출 준비 같이해요!겟레디윗미_하이 유리,11149,94.0,486.0,10000.0
431,2020/04/26 17:59:09,풀메이크업 받은 주말 일상 브이로그~! 전문가가 해주는 꾸안꾸 메이크업??!!,20438,171.0,895.0,690000.0
433,2020/04/26 18:00:06,VLOG | 집에서 밥먹고 공부하는 직장인 일상 브이로그,176,11.0,12.0,617.0
434,2020/04/26 18:00:34,"[먹방 브이로그#11]큰언니가 와서 치팅데이🤩(ft.허니콤보🍗, 옆집떡볶이, 열라면, 베라, 오코노미야끼, 유부초밥, 콘치즈)mukbang vlog",212,12.0,11.0,226.0
